city,date,traffic_volume,aqi,noise_pollution,temperature,humidity,pop_density,public_transport_usage,is_weekend,is_monsoon,is_winter,day_of_week,month,quarter,aqi_7d_avg,aqi_lag1,traffic_volume_7d_avg,traffic_volume_lag1,heat_humidity_index,pollution_traffic_load,transport_efficiency,log_pop_density,stress_index
Bengaluru,2022-01-06,84.5,104.9,69.5,14.4,60.4,4400.0,39.11,0,0,1,3,1,1,88.36666666666667,91.2,80.48833333333333,92.04,12.12,0.1773,0.4628,8.3896,36.77
Bengaluru,2022-01-07,100.0,117.6,68.0,13.6,40.5,4400.0,47.39,0,0,1,4,1,1,92.54285714285713,104.9,83.2757142857143,84.5,10.36,0.2352,0.4739,8.3896,45.12
Bengaluru,2022-01-08,65.54,93.4,59.5,14.0,50.4,4400.0,23.18,1,0,1,5,1,1,94.21428571428571,117.6,84.69714285714285,100.0,11.22,0.1224,0.3537,8.3896,20.38
Bengaluru,2022-01-09,58.14,69.2,64.1,11.6,61.0,4400.0,18.92,1,0,1,6,1,1,94.25714285714285,93.4,84.57000000000001,65.54,9.79,0.0805,0.3254,8.3896,15.81
Bengaluru,2022-01-10,88.09,103.2,69.5,16.5,52.4,4400.0,45.23,0,0,1,0,1,1,95.35714285714286,69.2,83.17571428571429,58.14,13.36,0.1818,0.5135,8.3896,32.17
Bengaluru,2022-01-11,84.5,112.1,68.0,17.0,47.9,4400.0,38.82,0,0,1,1,1,1,98.8,103.2,81.83000000000001,88.09,13.46,0.1894,0.4594,8.3896,33.04
Bengaluru,2022-01-12,88.52,90.8,68.2,15.6,51.9,4400.0,41.715,0,0,1,2,1,1,98.74285714285715,112.1,81.32714285714285,84.5,12.6,0.1608,0.4712,8.3896,29.59
Bengaluru,2022-01-13,100.0,96.4,72.3,12.6,46.5,4400.0,44.61,0,0,1,3,1,1,97.52857142857142,90.8,83.54142857142857,88.52,9.9,0.1928,0.4461,8.3896,44.25
Bengaluru,2022-01-14,97.16,98.2,66.8,14.4,49.1,4400.0,41.57,0,0,1,4,1,1,94.75714285714285,96.4,83.13571428571429,100.0,11.47,0.1908,0.4279,8.3896,39.1
Bengaluru,2022-01-15,59.06,74.1,66.69999999999999,16.9,60.4,4400.0,30.05,1,0,1,5,1,1,92.0,98.2,82.21000000000001,97.16,14.22,0.0875,0.5088,8.3896,11.4
Bengaluru,2022-01-16,51.34,90.9,66.6,17.3,53.7,4400.0,16.29,1,0,1,6,1,1,95.10000000000001,74.1,81.23857142857142,59.06,14.1,0.0933,0.3173,8.3896,15.04
Bengaluru,2022-01-17,88.94,96.9,71.0,11.6,42.2,4400.0,44.87,0,0,1,0,1,1,94.2,90.9,81.36,51.34,8.92,0.1724,0.5045,8.3896,41.07
Bengaluru,2022-01-18,100.0,102.9,65.8,16.1,49.9,4400.0,38.37,0,0,1,1,1,1,92.88571428571429,96.9,83.57428571428571,88.94,12.87,0.2058,0.3837,8.3896,38.88
Bengaluru,2022-01-19,85.19,87.6,69.9,14.3,42.6,4400.0,40.35,0,0,1,2,1,1,92.42857142857143,102.9,83.09857142857142,100.0,11.02,0.1493,0.4736,8.3896,33.45
Bengaluru,2022-01-20,94.38,92.9,71.7,16.0,47.9,4400.0,40.97,0,0,1,3,1,1,91.92857142857143,87.6,82.29571428571428,85.19,12.67,0.1754,0.4341,8.3896,36.68
Bengaluru,2022-01-21,92.39,106.5,74.0,12.8,43.5,4400.0,48.37,0,0,1,4,1,1,93.11428571428571,92.9,81.61428571428571,94.38,9.91,0.1968,0.5235,8.3896,43.34
Bengaluru,2022-01-22,65.2,78.9,60.0,12.0,46.8,4400.0,25.16,1,0,1,5,1,1,93.8,106.5,82.49142857142856,92.39,9.45,0.1029,0.3859,8.3896,18.93
Bengaluru,2022-01-23,62.77,103.6,60.8,15.5,49.8,4400.0,22.43,1,0,1,6,1,1,95.61428571428571,78.9,84.12428571428572,65.2,12.39,0.1301,0.3573,8.3896,18.28
Bengaluru,2022-01-24,88.37,93.3,67.2,15.7,42.2,4400.0,30.835,0,0,1,0,1,1,95.10000000000001,103.6,84.04285714285713,62.77,12.07,0.1649,0.3489,8.3896,32.78
Bengaluru,2022-01-25,83.49,100.6,67.4,13.9,49.8,4400.0,39.24,0,0,1,1,1,1,94.77142857142857,93.3,81.6842857142857,88.37,11.11,0.168,0.47,8.3896,34.92
Bengaluru,2022-01-26,99.68,109.0,71.6,19.8,43.8,4400.0,38.68,0,0,1,2,1,1,97.82857142857144,100.6,83.75428571428571,83.49,15.35,0.2173,0.388,8.3896,44.53
Bengaluru,2022-01-27,94.93,81.3,72.4,14.2,69.6,4400.0,43.51,0,0,1,3,1,1,96.17142857142858,109.0,83.83285714285715,99.68,12.47,0.1544,0.4583,8.3896,36.92
Bengaluru,2022-01-28,100.0,77.3,74.2,14.1,65.1,4400.0,44.05,0,0,1,4,1,1,92.0,81.3,84.92,94.93,12.13,0.1546,0.4405,8.3896,43.83
Bengaluru,2022-01-29,68.9,87.69999999999999,62.6,16.1,47.7,4400.0,29.33,1,0,1,5,1,1,93.25714285714285,77.3,85.44857142857143,100.0,12.73,0.1209,0.4257,8.3896,17.72
Bengaluru,2022-01-30,60.44,98.1,57.4,15.7,43.1,4400.0,21.89,1,0,1,6,1,1,92.47142857142858,87.69999999999999,85.11571428571428,68.9,12.13,0.1186,0.3622,8.3896,16.98
Bengaluru,2022-01-31,100.0,91.5,64.0,14.2,53.3,4400.0,42.62,0,0,1,0,1,1,92.21428571428571,98.1,86.77714285714285,60.44,11.55,0.183,0.4262,8.3896,39.76
Bengaluru,2022-02-01,88.31,128.1,70.6,18.1,59.0,4400.0,45.01,0,0,1,1,2,1,96.14285714285714,91.5,87.46571428571428,100.0,15.13,0.2263,0.5097,8.3896,38.59
Bengaluru,2022-02-02,92.06,91.4,70.2,18.1,63.6,4400.0,40.85,0,0,1,2,2,1,93.62857142857142,128.1,86.37714285714286,88.31,15.46,0.1683,0.4437,8.3896,33.15
Bengaluru,2022-02-03,77.79,100.2,64.9,17.2,63.2,4400.0,37.74,0,0,1,3,2,1,96.32857142857142,91.4,83.92857142857143,92.06,14.67,0.1559,0.4852,8.3896,23.74
Bengaluru,2022-02-04,89.23,116.1,69.2,17.6,44.3,4400.0,46.93,0,0,1,4,2,1,101.87142857142858,100.2,82.39,77.79,13.68,0.2072,0.5259,8.3896,32.83
Bengaluru,2022-02-05,54.91,106.9,58.2,17.0,48.9,4400.0,24.58,1,0,1,5,2,1,104.61428571428571,116.1,80.39142857142858,89.23,13.53,0.1174,0.4476,8.3896,11.39
Bengaluru,2022-02-06,66.17,107.5,64.9,16.8,63.9,4400.0,22.91,1,0,1,6,2,1,105.95714285714284,106.9,81.21000000000001,54.91,14.37,0.1423,0.3462,8.3896,20.38
Bengaluru,2022-02-07,74.43,112.2,68.3,13.9,50.2,4400.0,41.25,0,0,1,0,2,1,108.91428571428571,107.5,77.55714285714285,66.17,11.13,0.167,0.5542,8.3896,26.04
Bengaluru,2022-02-08,85.17,110.0,67.9,17.3,54.0,4400.0,39.28,0,0,1,1,2,1,106.32857142857142,112.2,77.10857142857142,74.43,14.12,0.1874,0.4612,8.3896,30.49
Bengaluru,2022-02-09,66.92,105.0,63.9,19.3,63.6,4400.0,35.81,0,0,1,2,2,1,108.27142857142857,110.0,73.51714285714286,85.17,16.49,0.1405,0.5351,8.3896,19.26
Bengaluru,2022-02-10,82.15,107.2,63.699999999999996,17.6,47.3,4400.0,43.61,0,0,1,3,2,1,109.27142857142859,105.0,74.14,66.92,13.89,0.1761,0.5309,8.3896,26.06
Bengaluru,2022-02-11,91.58,91.5,63.5,16.3,48.4,4400.0,32.94,0,0,1,4,2,1,105.75714285714287,107.2,74.47571428571429,82.15,12.94,0.1676,0.3597,8.3896,32.14
Bengaluru,2022-02-12,73.11,73.7,63.3,19.2,57.4,4400.0,31.1,1,0,1,5,2,1,101.01428571428572,91.5,77.07571428571428,91.58,15.93,0.1078,0.4254,8.3896,18.75
Bengaluru,2022-02-13,59.99,83.3,60.1,17.6,59.5,4400.0,26.09,1,0,1,6,2,1,97.55714285714286,73.7,76.19285714285715,73.11,14.75,0.0999,0.4349,8.3896,12.28
Bengaluru,2022-02-14,86.53,96.0,63.4,15.2,64.8,4400.0,40.31,0,0,1,0,2,1,95.24285714285715,83.3,77.92142857142858,59.99,13.06,0.1661,0.4658,8.3896,28.12
Bengaluru,2022-02-15,95.5,92.7,67.9,19.2,52.5,4400.0,47.73,0,0,1,1,2,1,92.77142857142857,96.0,79.39714285714285,86.53,15.55,0.1771,0.4998,8.3896,32.47
Bengaluru,2022-02-16,88.13,106.2,68.5,15.9,47.4,4400.0,48.88,0,0,1,2,2,1,92.94285714285715,92.7,82.42714285714285,95.5,12.55,0.1872,0.5546,8.3896,35.79
Bengaluru,2022-02-17,88.26,109.2,71.2,14.4,46.9,4400.0,41.59,0,0,1,3,2,1,93.22857142857141,106.2,83.3,88.13,11.34,0.1928,0.4712,8.3896,33.2
Bengaluru,2022-02-18,86.57,99.0,68.6,15.0,60.0,4400.0,45.49,0,0,1,4,2,1,94.29999999999998,109.2,82.58428571428571,88.26,12.6,0.1714,0.5255,8.3896,34.22
Bengaluru,2022-02-19,56.39,100.7,60.1,15.6,57.4,4400.0,27.26,1,0,1,5,2,1,98.15714285714286,99.0,80.19571428571429,86.57,12.94,0.1136,0.4834,8.3896,14.11
Bengaluru,2022-02-20,51.39,69.9,57.0,13.7,63.1,4400.0,27.68,1,0,1,6,2,1,96.24285714285713,100.7,78.96714285714286,56.39,11.68,0.0718,0.5386,8.3896,6.55
Bengaluru,2022-02-21,92.73,95.7,61.9,20.2,43.9,4400.0,38.72,0,0,1,0,2,1,96.2,69.9,79.85285714285715,51.39,15.67,0.1775,0.4176,8.3896,32.7
Bengaluru,2022-02-22,88.55,89.6,66.8,12.9,55.8,4400.0,41.74,0,0,1,1,2,1,95.75714285714287,95.7,78.86,92.73,10.62,0.1587,0.4714,8.3896,35.51
Bengaluru,2022-02-23,98.87,76.0,75.3,18.4,49.7,4400.0,45.11,0,0,1,2,2,1,91.44285714285715,89.6,80.39428571428572,88.55,14.7,0.1503,0.4563,8.3896,35.0
Bengaluru,2022-02-24,90.71,97.0,70.6,17.7,62.3,4400.0,45.17,0,0,1,3,2,1,89.70000000000002,76.0,80.74428571428572,98.87,15.03,0.176,0.498,8.3896,31.05
Bengaluru,2022-02-25,75.98,99.05,72.2,17.5,45.3,4400.0,44.0,0,0,1,4,2,1,89.70714285714287,97.0,79.23142857142857,90.71,13.67,0.1505,0.5791,8.3896,25.49
Bengaluru,2022-02-26,65.21,101.1,62.0,18.0,53.1,4400.0,31.41,1,0,1,5,2,1,89.76428571428572,99.05,80.49142857142859,75.98,14.62,0.1319,0.4817,8.3896,12.47
Bengaluru,2022-02-27,46.99,90.7,64.2,16.5,68.2,4400.0,23.46,1,0,1,6,2,1,92.7357142857143,101.1,79.86285714285715,65.21,14.4,0.0852,0.4993,8.3896,8.88
Bengaluru,2022-02-28,85.6,86.0,66.4,18.4,67.8,4400.0,43.69,0,0,1,0,2,1,91.35000000000001,90.7,78.84428571428573,46.99,16.03,0.1472,0.5104,8.3896,26.83
Bengaluru,2022-03-01,82.28,119.8,65.3,19.7,53.1,4400.0,44.79,0,0,0,1,3,1,95.66428571428571,86.0,77.94857142857143,85.6,16.0,0.1971,0.5444,8.3896,31.24
Bengaluru,2022-03-02,83.33,112.4,70.1,19.0,59.2,4400.0,41.87,0,0,0,2,3,1,100.86428571428571,119.8,75.72857142857143,82.28,15.9,0.1873,0.5025,8.3896,31.86
Bengaluru,2022-03-03,78.32,104.8,67.06666666666666,16.9,50.2,4400.0,42.65,0,0,0,3,3,1,101.97857142857141,112.4,73.95857142857142,83.33,13.53,0.1642,0.5446,8.3896,24.87
Bengaluru,2022-03-04,96.47,95.3,64.03333333333333,20.7,61.8,4400.0,41.54,0,0,0,4,3,1,101.44285714285715,104.8,76.88571428571429,78.32,17.54,0.1839,0.4306,8.3896,35.18
Bengaluru,2022-03-05,53.43,72.0,61.0,20.8,34.1,4400.0,36.49,1,0,0,5,3,1,97.28571428571429,95.3,75.20285714285714,96.47,15.32,0.0769,0.6829,8.3896,7.0
Bengaluru,2022-03-06,59.71,78.9,70.4,19.9,32.3,4400.0,21.13,1,0,0,6,3,1,95.6,72.0,77.02,53.43,14.51,0.0942,0.3539,8.3896,20.25
Bengaluru,2022-03-07,100.0,110.8,71.9,21.8,41.3,4400.0,45.72,0,0,0,0,3,1,99.14285714285714,78.9,79.07714285714285,59.71,16.68,0.2216,0.4572,8.3896,44.53
Bengaluru,2022-03-08,78.64,120.2,76.2,22.8,55.7,4400.0,48.79,0,0,0,1,3,1,99.2,110.8,78.55714285714285,100.0,18.76,0.1891,0.6204,8.3896,39.02
Bengaluru,2022-03-09,86.0,116.1,67.5,18.7,54.1,4400.0,37.64,0,0,0,2,3,1,99.72857142857143,120.2,78.93857142857142,78.64,15.27,0.1997,0.4377,8.3896,32.03
Bengaluru,2022-03-10,70.23,92.3,68.2,21.4,32.2,4400.0,44.5,0,0,0,3,3,1,97.94285714285714,116.1,77.78285714285714,86.0,15.6,0.1296,0.6336,8.3896,25.02
Bengaluru,2022-03-11,92.92,84.8,73.9,16.9,32.9,4400.0,44.21,0,0,0,4,3,1,96.44285714285715,92.3,77.2757142857143,70.23,12.36,0.1576,0.4758,8.3896,35.56
Bengaluru,2022-03-12,67.88,85.0,65.5,20.1,52.0,4400.0,31.950000000000003,1,0,0,5,3,1,98.3,84.8,79.34,92.92,16.24,0.1154,0.4707,8.3896,18.73
Bengaluru,2022-03-13,62.27,63.495,62.6,19.5,31.8,4400.0,19.69,1,0,0,6,3,1,96.09928571428573,85.0,79.70571428571428,67.88,14.18,0.0791,0.3162,8.3896,12.6
Bengaluru,2022-03-14,92.94,101.8,64.9,21.9,33.5,4400.0,40.83,0,0,0,0,3,1,94.81357142857142,63.495,78.69714285714285,62.27,16.07,0.1892,0.4393,8.3896,37.07
Bengaluru,2022-03-15,94.26,96.3,72.45,18.9,37.6,4400.0,40.64,0,0,0,1,3,1,91.39928571428571,101.8,80.92857142857143,92.94,14.18,0.1815,0.4311,8.3896,35.16
Bengaluru,2022-03-16,100.0,92.5,80.0,22.9,38.9,4400.0,40.45,0,0,0,2,3,1,88.02785714285713,96.3,82.92857142857143,94.26,17.3,0.185,0.4045,8.3896,49.32
Bengaluru,2022-03-17,100.0,79.2,63.7,19.4,64.9,4400.0,40.97,0,0,0,3,3,1,86.15642857142858,92.5,87.18142857142857,100.0,16.68,0.1584,0.4097,8.3896,34.4
Bengaluru,2022-03-18,91.36,104.0,62.400000000000006,16.9,34.3,4400.0,50.83,0,0,0,4,3,1,88.89928571428571,79.2,86.95857142857143,100.0,12.46,0.19,0.5564,8.3896,29.38
Bengaluru,2022-03-19,53.14,77.0,61.1,16.1,53.8,4400.0,27.23,1,0,0,5,3,1,87.75642857142857,104.0,84.85285714285715,91.36,13.12,0.0818,0.5124,8.3896,6.48
Bengaluru,2022-03-20,54.34,69.5,61.7,21.7,37.8,4400.0,20.1,1,0,0,6,3,1,88.61428571428571,77.0,83.72000000000001,53.14,16.3,0.0755,0.3699,8.3896,12.15
Bengaluru,2022-03-21,85.73,64.2,71.1,16.7,43.6,4400.0,42.03,0,0,0,0,3,1,83.24285714285715,69.5,82.68999999999998,54.34,12.93,0.1101,0.4903,8.3896,25.31
Bengaluru,2022-03-22,91.18,97.7,65.2,21.1,35.4,4400.0,43.82,0,0,0,1,3,1,83.44285714285715,64.2,82.25,85.73,15.65,0.1782,0.4806,8.3896,33.41
Bengaluru,2022-03-23,79.68,118.8,69.9,21.6,51.3,4400.0,43.19,0,0,0,2,3,1,87.2,97.7,79.34714285714287,91.18,17.39,0.1893,0.542,8.3896,35.58
Bengaluru,2022-03-24,87.49,117.5,63.6,18.1,46.3,4400.0,40.58,0,0,0,3,3,1,92.67142857142858,118.8,77.55999999999999,79.68,14.21,0.2056,0.4638,8.3896,29.79
Bengaluru,2022-03-25,100.0,92.6,71.9,20.6,39.1,4400.0,38.76,0,0,0,4,3,1,91.04285714285716,117.5,78.7942857142857,87.49,15.58,0.1852,0.3876,8.3896,40.09
Bengaluru,2022-03-26,62.65,76.2,71.9,23.8,35.5,4400.0,26.65,1,0,0,5,3,1,90.92857142857143,92.6,80.15285714285714,100.0,17.66,0.0955,0.4254,8.3896,24.87
Bengaluru,2022-03-27,50.54,88.8,60.4,19.6,34.3,4400.0,22.43,1,0,0,6,3,1,93.68571428571428,76.2,79.61,62.65,14.45,0.0898,0.4438,8.3896,8.74
Bengaluru,2022-03-28,100.0,95.15,69.3,16.3,52.3,4400.0,41.18,0,0,0,0,3,1,98.10714285714286,88.8,81.64857142857143,50.54,13.19,0.1903,0.4118,8.3896,40.58
Bengaluru,2022-03-29,74.77,101.5,69.5,18.5,46.1,4400.0,46.71,0,0,0,1,3,1,98.64999999999999,95.15,79.30428571428571,100.0,14.51,0.1518,0.6247,8.3896,25.32
Bengaluru,2022-03-30,85.69,107.0,73.9,24.2,58.9,4400.0,43.97,0,0,0,2,3,1,96.96428571428571,101.5,80.16285714285713,74.77,20.22,0.1834,0.5131,8.3896,39.18
Bengaluru,2022-03-31,87.71,112.4,71.6,21.8,44.2,4400.0,42.93,0,0,0,3,3,1,96.23571428571428,107.0,80.19428571428571,85.69,16.93,0.1972,0.4895,8.3896,37.91
Bengaluru,2022-04-01,95.15,96.8,73.7,21.2,45.2,4400.0,57.66,0,0,0,4,4,2,96.83571428571429,112.4,79.50142857142858,87.71,16.55,0.1842,0.606,8.3896,38.91
Bengaluru,2022-04-02,64.63,80.9,61.0,26.7,61.3,4400.0,41.47,1,0,0,5,4,2,97.50714285714287,96.8,79.78428571428572,95.15,22.57,0.1046,0.6417,8.3896,20.04
Bengaluru,2022-04-03,61.5,73.0,64.7,26.8,30.9,4400.0,26.44,1,0,0,6,4,2,95.25,80.9,81.35,64.63,19.39,0.0898,0.4299,8.3896,23.99
Bengaluru,2022-04-04,92.15,88.3,56.5,22.9,33.6,4400.0,56.11,0,0,0,0,4,2,94.27142857142857,73.0,80.22857142857143,61.5,16.82,0.1627,0.6089,8.3896,24.86
Bengaluru,2022-04-05,85.41,95.3,72.7,20.8,63.3,4400.0,55.16,0,0,0,1,4,2,93.38571428571429,88.3,81.74857142857142,92.15,17.75,0.1628,0.6458,8.3896,32.48
Bengaluru,2022-04-06,85.13,102.3,65.1,26.4,45.3,4400.0,57.09,0,0,0,2,4,2,92.71428571428571,95.3,81.66857142857143,85.41,20.62,0.1742,0.6706,8.3896,36.21
Bengaluru,2022-04-07,83.69,108.7,68.7,28.6,56.9,4400.0,58.83,0,0,0,3,4,2,92.1857142857143,102.3,81.0942857142857,85.13,23.67,0.1819,0.703,8.3896,39.59
Bengaluru,2022-04-08,100.0,104.80000000000001,73.0,22.2,46.6,4400.0,54.44,0,0,0,4,4,2,93.32857142857142,108.7,81.78714285714285,83.69,17.46,0.2096,0.5444,8.3896,43.71
Bengaluru,2022-04-09,58.81,100.9,56.9,25.7,41.2,4400.0,33.49,1,0,0,5,4,2,96.18571428571428,104.80000000000001,80.95571428571428,100.0,19.66,0.1187,0.5695,8.3896,19.34
Bengaluru,2022-04-10,63.16,80.1,67.4,22.3,36.1,4400.0,31.73,1,0,0,6,4,2,97.2,100.9,81.19285714285715,58.81,16.6,0.1012,0.5024,8.3896,19.69
Bengaluru,2022-04-11,92.53,97.7,71.6,22.2,64.0,4400.0,55.56,0,0,0,0,4,2,98.54285714285716,80.1,81.24714285714286,63.16,19.0,0.1808,0.6005,8.3896,38.21
Bengaluru,2022-04-12,84.33,89.2,75.8,24.6,52.1,4400.0,55.32,0,0,0,1,4,2,97.67142857142858,97.7,81.09285714285714,92.53,19.89,0.1504,0.656,8.3896,37.28
Bengaluru,2022-04-13,92.35,69.5,66.4,21.9,47.9,4400.0,56.67,0,0,0,2,4,2,92.9857142857143,89.2,82.12428571428572,84.33,17.34,0.1284,0.6136,8.3896,28.0
Bengaluru,2022-04-14,82.88,108.4,62.7,23.8,41.5,4400.0,53.42,0,0,0,3,4,2,92.94285714285715,69.5,82.00857142857141,92.35,18.23,0.1797,0.6445,8.3896,31.52
Bengaluru,2022-04-15,99.53,106.7,64.0,26.9,35.7,4400.0,59.77,0,0,0,4,4,2,93.21428571428571,108.4,81.94142857142856,82.88,19.98,0.2124,0.6005,8.3896,44.72
Bengaluru,2022-04-16,64.86,80.0,65.3,20.4,56.8,4400.0,45.075,1,0,0,5,4,2,90.22857142857141,106.7,82.80571428571429,99.53,16.87,0.1038,0.695,8.3896,16.98
Bengaluru,2022-04-17,53.0,84.1,65.7,26.0,42.8,4400.0,30.38,1,0,0,6,4,2,90.8,80.0,81.3542857142857,64.86,20.05,0.0891,0.5732,8.3896,20.45
Bengaluru,2022-04-18,96.12,104.1,65.5,24.4,64.4,4400.0,62.45,0,0,0,0,4,2,91.71428571428571,84.1,81.86714285714285,53.0,20.93,0.2001,0.6497,8.3896,38.54
Bengaluru,2022-04-19,91.85,79.6,63.5,25.0,30.9,4400.0,59.04,0,0,0,1,4,2,90.34285714285714,104.1,82.94142857142857,96.12,18.09,0.1462,0.6428,8.3896,32.63
Bengaluru,2022-04-20,96.15,91.8,68.8,24.2,55.5,4400.0,55.96,0,0,0,2,4,2,93.52857142857144,79.6,83.48428571428572,91.85,19.89,0.1765,0.582,8.3896,38.93
Bengaluru,2022-04-21,94.8,107.3,72.1,27.3,49.6,4400.0,55.59,0,0,0,3,4,2,93.37142857142855,91.8,85.18714285714285,96.15,21.8,0.2034,0.5864,8.3896,45.52
Bengaluru,2022-04-22,98.5,83.2,71.9,24.9,32.2,4400.0,64.64,0,0,0,4,4,2,90.01428571428572,107.3,85.03999999999999,94.8,18.15,0.1639,0.6562,8.3896,37.4
Bengaluru,2022-04-23,55.42,86.8,69.3,23.1,58.6,4400.0,33.57,1,0,0,5,4,2,90.98571428571428,83.2,83.69142857142857,98.5,19.27,0.0962,0.6057,8.3896,16.59
Bengaluru,2022-04-24,74.44,67.3,61.5,24.4,31.5,4400.0,29.35,1,0,0,6,4,2,88.58571428571429,86.8,86.75428571428571,55.42,17.71,0.1002,0.3943,8.3896,24.01
Bengaluru,2022-04-25,82.52,103.5,62.6,23.0,52.2,4400.0,56.4,0,0,0,0,4,2,88.5,67.3,84.81142857142856,74.44,18.6,0.1708,0.6835,8.3896,25.79
Bengaluru,2022-04-26,94.68,97.6,74.8,22.3,64.2,4400.0,57.96,0,0,0,1,4,2,91.07142857142857,103.5,85.21571428571428,82.52,19.11,0.1848,0.6122,8.3896,40.82
Bengaluru,2022-04-27,91.04,79.0,70.8,26.7,46.4,4400.0,63.54,0,0,0,2,4,2,89.24285714285715,97.6,84.48571428571428,94.68,20.98,0.1438,0.6979,8.3896,40.18
Bengaluru,2022-04-28,79.73,111.7,71.1,23.0,41.3,4400.0,57.46,0,0,0,3,4,2,89.87142857142858,79.0,82.33285714285715,91.04,17.6,0.1781,0.7207,8.3896,27.74
Bengaluru,2022-04-29,94.16,92.75,73.1,19.9,44.0,4400.0,57.79,0,0,0,4,4,2,91.23571428571428,111.7,81.71285714285715,79.73,15.44,0.1747,0.6137,8.3896,33.74
Bengaluru,2022-04-30,62.81,73.8,68.1,25.0,41.6,4400.0,36.37,1,0,0,5,4,2,89.37857142857145,92.75,82.76857142857143,94.16,19.16,0.0927,0.579,8.3896,25.56
Bengaluru,2022-05-01,66.39,85.7,62.9,27.1,47.7,4400.0,25.92,1,0,0,6,5,2,92.00714285714285,73.8,81.61857142857143,62.81,21.43,0.1138,0.3904,8.3896,28.25
Bengaluru,2022-05-02,87.38,111.5,74.7,31.9,34.4,4400.0,57.13,0,0,0,0,5,2,93.14999999999999,85.7,82.31285714285715,66.39,23.53,0.1949,0.6538,8.3896,49.99
Bengaluru,2022-05-03,86.16,86.1,72.2,29.4,61.6,4400.0,62.27,0,0,0,1,5,2,91.50714285714287,111.5,81.09571428571428,87.38,24.88,0.1484,0.7227,8.3896,39.55
Bengaluru,2022-05-04,71.55,98.7,67.4,31.7,37.0,4400.0,58.28,0,0,0,2,5,2,94.32142857142857,86.1,78.31142857142858,86.16,23.71,0.1412,0.8145,8.3896,35.47
Bengaluru,2022-05-05,100.0,103.0,69.95,29.9,39.3,4400.0,60.71,0,0,0,3,5,2,93.07857142857142,98.7,81.20714285714287,71.55,22.64,0.206,0.6071,8.3896,51.2
Bengaluru,2022-05-06,87.5,106.2,72.5,30.7,53.4,4400.0,62.19,0,0,0,4,5,2,95.0,103.0,80.25571428571428,100.0,24.98,0.1859,0.7107,8.3896,43.8
Bengaluru,2022-05-07,65.66,85.4,60.2,28.9,40.9,4400.0,33.41,1,0,0,5,5,2,96.65714285714286,106.2,80.66285714285713,87.5,22.07,0.1121,0.5088,8.3896,28.0
Bengaluru,2022-05-08,56.49,79.0,66.5,30.1,36.6,4400.0,36.56,1,0,0,6,5,2,95.7,85.4,79.24857142857142,65.66,22.47,0.0893,0.6472,8.3896,25.43
Bengaluru,2022-05-09,91.71,88.3,70.6,26.0,30.8,4400.0,51.89,0,0,0,0,5,2,92.38571428571429,79.0,79.86714285714285,56.49,18.8,0.162,0.5658,8.3896,41.66
Bengaluru,2022-05-10,93.7,99.0,71.5,29.9,43.9,4400.0,57.75,0,0,0,1,5,2,94.22857142857143,88.3,80.94428571428571,91.71,23.19,0.1855,0.6163,8.3896,48.77
Bengaluru,2022-05-11,99.77,85.4,75.8,24.8,31.5,4400.0,49.3,0,0,0,2,5,2,92.32857142857144,99.0,84.97571428571428,93.7,18.0,0.1704,0.4941,8.3896,47.0
Bengaluru,2022-05-12,89.77,63.6,71.4,27.8,36.6,4400.0,51.0,0,0,0,3,5,2,86.7,85.4,83.51428571428572,99.77,20.75,0.1142,0.5681,8.3896,39.32
Bengaluru,2022-05-13,99.65,103.1,70.3,26.6,49.4,4400.0,61.94,0,0,0,4,5,2,86.25714285714285,63.6,85.25,89.77,21.22,0.2055,0.6216,8.3896,46.23
Bengaluru,2022-05-14,65.68,93.9,62.7,28.6,35.1,4400.0,33.47,1,0,0,5,5,2,87.47142857142858,103.1,85.25285714285714,99.65,21.18,0.1233,0.5096,8.3896,27.64
Bengaluru,2022-05-15,64.36,63.495,62.5,26.9,33.5,4400.0,34.36,1,0,0,6,5,2,85.25642857142859,93.9,86.37714285714286,65.68,19.74,0.0817,0.5339,8.3896,21.8
Bengaluru,2022-05-16,79.965,86.1,71.2,24.9,36.1,4400.0,50.57,0,0,0,0,5,2,84.94214285714285,63.495,84.69928571428571,64.36,18.54,0.1377,0.6324,8.3896,32.37
Bengaluru,2022-05-17,95.57,105.3,75.5,24.7,56.2,4400.0,56.36,0,0,0,1,5,2,85.84214285714286,86.1,84.96642857142857,79.965,20.37,0.2013,0.5897,8.3896,45.47
Bengaluru,2022-05-18,95.82,122.2,67.6,25.1,32.6,4400.0,52.09,0,0,0,2,5,2,91.0992857142857,105.3,84.40214285714286,95.57,18.33,0.2342,0.5436,8.3896,46.49
Bengaluru,2022-05-19,95.62,98.2,67.3,28.7,56.8,4400.0,55.57,0,0,0,3,5,2,96.04214285714285,122.2,85.23785714285714,95.82,23.74,0.1878,0.5812,8.3896,44.32
Bengaluru,2022-05-20,90.39,89.4,75.1,28.8,40.8,4400.0,63.96,0,0,0,4,5,2,94.085,98.2,83.91499999999999,95.62,21.98,0.1616,0.7076,8.3896,44.56
Bengaluru,2022-05-21,62.17,81.1,60.7,26.9,34.4,4400.0,41.66,1,0,0,5,5,2,92.25642857142857,89.4,83.41357142857143,90.39,19.84,0.1008,0.6701,8.3896,19.39
